arr_data1,arr_data2,arr_data3,arr_data4,arr_data5,arr_data6,arr_data7
22-Dec-2019 06:09:02,KAL112,B789,37.48276591,126.4412266,5,161.501040251113
22-Dec-2019 06:04:48,KAL482,A333,37.48238504,126.44158065,5,214.10543782001
22-Dec-2019 06:28:18,KAL542,B77L,37.48324871,126.44079745,5,95.8415057477774
22-Dec-2019 06:47:32,KAL628,B77W,37.4827069,126.44126415,5,168.757373923262
22-Dec-2019 06:02:49,KAL632,A333,37.48373151,126.44035757,5,29.6267773868133
22-Dec-2019 06:20:54,KAL690,A333,37.47242332,126.41589046,6,51.1704886461736
22-Dec-2019 06:54:49,LAO921,A320,37.48215437,126.44175231,5,243.754447474437
22-Dec-2019 06:34:07,MAS066,A332,37.4836725,126.44042194,5,38.2890585188242
22-Dec-2019 06:36:46,PAC968,B748,37.48279274,126.44119442,5,157.420866765631
22-Dec-2019 06:35:32,PAL490,A320,37.47177958,126.41651273,6,141.272981136188
22-Dec-2019 06:46:07,THA658,A333,37.47240722,126.415869,6,51.6822067874119
22-Dec-2019 06:12:08,THA688,B744,37.47049749,126.41758561,6,312.247371438773
22-Dec-2019 06:13:32,TWB118,B738,37.48379052,126.44028783,5,20.7054016745602
22-Dec-2019 06:22:31,UPS11,B748,37.48178959,126.44209564,5,294.349160946084
22-Dec-2019 06:11:15,VJC836,A320,37.4829644,126.44108713,5,136.454926873742
22-Dec-2019 06:29:32,VJC878,A321,37.47232139,126.41600847,6,66.4072300806916
22-Dec-2019 06:17:11,VJC880,A321,37.47148991,126.41671658,6,177.929038286075
22-Dec-2019 07:12:54,AAR283,B744,37.48290539,126.44111931,5,143.404044790341
22-Dec-2019 07:40:47,AAR736,A333,37.48293221,126.4410603,5,137.929408192871
22-Dec-2019 07:52:04,AAR740,A333,37.47142017,126.4168185,6,189.447683037795
22-Dec-2019 07:59:13,AAR742,B772,37.48403728,126.44008398,5,12.0928507511947
22-Dec-2019 07:23:20,AAR762,A359,37.48246014,126.44149482,5,202.902468698202
22-Dec-2019 07:43:39,AAR772,A21N,37.48206854,126.44184351,5,256.194303615488
22-Dec-2019 07:20:02,AAR774,A321,37.48286784,126.44115686,5,148.729668704323
22-Dec-2019 07:31:57,AAR988,B744,37.48265862,126.44127488,5,173.685769052551
22-Dec-2019 07:36:45,ASV532,A321,37.47203171,126.41623914,6,104.450195503263
22-Dec-2019 07:38:00,ASV542,A321,37.48336136,126.44070089,5,80.7112450922812
22-Dec-2019 07:29:39,ESR594,B738,37.48309314,126.44093156,5,116.780579894008
22-Dec-2019 07:14:18,HVN406,A21N,37.46999323,126.41804695,6,381.49757857423
22-Dec-2019 07:27:58,JJA2004,B738,37.47192442,126.41634643,6,119.642269877308
22-Dec-2019 07:17:32,JJA2108,B738,37.47121096,126.41695261,6,215.269015212813
22-Dec-2019 07:01:07,JJA2406,B738,37.47128069,126.41691506,6,207.017874078105
22-Dec-2019 07:30:55,JJA2508,B738,37.47146845,126.41671658,6,179.892895948068
22-Dec-2019 07:44:39,JJA2804,B738,37.4718225,126.41641617,6,132.456363767579
22-Dec-2019 07:26:10,JJA3105,B738,37.48296976,126.44103885,5,133.437113367241
22-Dec-2019 07:35:20,JJA4604,B738,37.48277664,126.44116759,5,157.514755128838
22-Dec-2019 07:39:15,JJA8608,B738,37.47075498,126.41736567,6,277.67694396184
22-Dec-2019 07:42:01,JNA026,B738,37.47170985,126.41651809,6,147.865937245364
22-Dec-2019 07:15:46,JNA052,B738,37.48268008,126.44131243,5,173.669845557955
22-Dec-2019 07:02:51,JNA058,B738,37.48362422,126.44044876,5,43.9957386718988
22-Dec-2019 07:50:30,JNA060,B772,37.48350084,126.44055068,5,60.3761093514702
22-Dec-2019 07:07:11,JNA122,B738,37.4832648,126.44078672,5,93.8410489699811
22-Dec-2019 07:53:31,KAL1402,B737,37.48208463,126.44179523,5,252.266414235263
22-Dec-2019 07:58:16,KAL1410,B737,37.47115195,126.41702771,6,224.437901098823
22-Dec-2019 07:56:22,KAL214,B748,37.48281956,126.44115686,5,153.067890328534
22-Dec-2019 07:46:35,KAL468,A333,37.48281956,126.44117296,5,153.896135708926
22-Dec-2019 07:21:32,KAL472,A332,37.47225702,126.41600311,6,72.0888152656931
22-Dec-2019 07:09:51,KAL612,B739,37.48229921,126.44164503,5,225.160200352636
22-Dec-2019 07:05:29,KAL652,A388,37.47160792,126.41662002,6,162.29880744975
22-Dec-2019 07:11:15,KAL672,B748,37.47140944,126.41679168,6,189.053777250695
22-Dec-2019 07:08:58,SIA608,A359,37.47045994,126.41765535,6,319.200640972337
22-Dec-2019 07:25:06,SWM213,A321,37.47158647,126.41665757,6,166.155620469315
22-Dec-2019 07:33:27,THA656,B773,37.4719727,126.41628206,6,112.000639540361
22-Dec-2019 07:54:23,TWB164,B738,37.47145772,126.4167273,6,181.410989069347
22-Dec-2019 07:48:07,VJC960,A321,37.47194052,126.4163357,6,117.634029616167
22-Dec-2019 08:26:45,AAR177,A321,37.4811244,126.44263744,5,382.291812936028
22-Dec-2019 08:21:37,AAR3243,A321,37.48310924,126.4409101,5,114.22039634069
22-Dec-2019 08:16:43,AAR710,A321,37.48336673,126.44065797,5,78.0112102462362
22-Dec-2019 08:07:56,AAR8532,A320,37.48271227,126.44125879,5,167.996858443393
22-Dec-2019 08:54:55,ABL310,A321,37.48320043,126.44078135,5,99.4091652490617
22-Dec-2019 08:19:12,ASV522,A321,37.48338819,126.44069016,5,77.7632019218668
22-Dec-2019 08:24:20,ASV546,A321,37.48298049,126.44102275,5,131.638772735203
22-Dec-2019 08:44:26,BAW17,B789,37.48317897,126.440835,5,104.062421050939
22-Dec-2019 08:58:58,GIA870,A333,37.4839139,126.44016981,5,3.61686604114245
22-Dec-2019 08:03:24,GIA878,A333,37.47209072,126.4161694,6,95.571346657954
22-Dec-2019 08:52:46,JJA2204,B738,37.48262644,126.44135535,5,180.717277476879
22-Dec-2019 08:14:08,JJA2904,B738,37.48126924,126.44255698,5,365.060257941892
22-Dec-2019 08:05:08,JJA3403,B738,37.48322725,126.44081354,5,98.6037729265924
22-Dec-2019 08:56:46,KAL1404,B737,37.48283565,126.44116223,5,151.892781158922
22-Dec-2019 08:01:42,KAL314,B744,37.48290002,126.44110858,5,143.323593430035
22-Dec-2019 08:41:22,KAL320,B77L,37.4832648,126.44075453,5,92.1758463331815
22-Dec-2019 08:38:48,KAL630,B773,37.4835223,126.44054532,5,58.1679325463216
22-Dec-2019 08:32:30,KAL638,A333,37.48319507,126.44085646,5,103.731773295628
22-Dec-2019 08:34:09,KAL646,B77W,37.48321652,126.44081891,5,99.8459559938906
22-Dec-2019 08:29:35,TWB622,B738,37.48275518,126.44119978,5,161.09550464788
22-Dec-2019 08:06:38,XAX506,A333,37.47173667,126.41649663,6,144.337539213281
22-Dec-2019 09:24:32,AAR552,B772,37.48335063,126.44069016,5,81.1123576493615
22-Dec-2019 09:36:34,AAR610,A321,37.48357058,126.44049704,5,51.3219210801226
22-Dec-2019 09:39:11,AAR744,A333,37.48249769,126.44147336,5,198.412743720454
22-Dec-2019 09:26:39,AAR748,A333,37.4835974,126.4404273,5,45.400806843698
22-Dec-2019 09:00:52,AHK128,A306,37.4831897,126.440835,5,103.092460990919
22-Dec-2019 09:43:20,APJ001,A320,37.48301804,126.44101202,5,127.70949620352
22-Dec-2019 09:52:50,CSN685,A321,37.48258352,126.44136071,5,184.867256469731
22-Dec-2019 09:19:53,ESR562,B738,37.48278737,126.44116223,5,156.265701592932
22-Dec-2019 09:11:51,FIN41,A359,37.4816823,126.44219756,5,309.279560101802
22-Dec-2019 09:07:22,JJA4104,B738,37.4824065,126.44155383,5,210.784292093711
22-Dec-2019 09:46:20,JJA4704,B738,37.48286784,126.44114077,5,147.88672173821
22-Dec-2019 09:18:08,JJA4908,B738,37.4826318,126.44133925,5,179.401399054293
22-Dec-2019 09:09:45,KAL336,B744,37.48165011,126.44221902,5,313.288664799522
22-Dec-2019 09:15:08,KAL654,A388,37.4824816,126.44149482,5,200.973487407096
22-Dec-2019 09:05:44,KAL924,A332,37.48313606,126.4409101,5,111.818176543176
22-Dec-2019 09:22:07,LOT97,B789,37.48276591,126.44119442,5,159.848242738376
22-Dec-2019 09:30:05,SIA612,B77W,37.48300195,126.4410013,5,128.59776473322
22-Dec-2019 09:03:19,TWB122,B738,37.48311996,126.44089937,5,112.700363332922
22-Dec-2019 09:49:05,TWB128,B738,37.48269618,126.44126415,5,169.727141237128
22-Dec-2019 09:56:08,TWB158,B738,37.48291612,126.44109249,5,141.041496581438
22-Dec-2019 09:33:04,UPS196,B763,37.48174667,126.44213319,5,300.1556767101
22-Dec-2019 10:44:40,AAR115,A321,37.48306632,126.44096375,5,120.863428698206
22-Dec-2019 10:02:38,APJ809,A320,37.48276591,126.44120514,5,160.395114817619
22-Dec-2019 10:09:27,AZA758,A332,37.48367786,126.44036829,5,35.0631166277119
22-Dec-2019 10:26:12,CAL164,B738,37.48276055,126.44123733,5,162.540037870538
22-Dec-2019 10:35:57,CES2039,A321,37.48322189,126.44084036,5,100.496164605655
22-Dec-2019 10:49:36,CES549,A320,37.4832058,126.44076526,5,98.1254428218447
22-Dec-2019 10:33:27,CSA190,A333,37.48308778,126.44095838,5,118.666379832609
22-Dec-2019 10:42:19,CSN313,A321,37.48413384,126.43997669,5,26.3081308050592
22-Dec-2019 10:19:04,DLH718,A359,37.48117805,126.44263208,5,377.156757338659
22-Dec-2019 10:27:59,ESR514,B738,37.48241723,126.44151092,5,207.606795376497
22-Dec-2019 10:38:03,EVA188,A321,37.48355985,126.44050777,5,52.8432853537357
22-Dec-2019 10:40:18,GCR7993,A320,37.48329699,126.4407438,5,88.7159358478393
22-Dec-2019 10:51:50,JJA1607,B738,37.48268545,126.44125879,5,170.428740692743
22-Dec-2019 10:06:25,JJA2408,B738,37.48284101,126.44113541,5,150.028599505599
22-Dec-2019 10:54:47,JNA222,B738,37.48215973,126.44174695,5,242.994914549606
22-Dec-2019 10:24:16,KAL952,B772,37.48358667,126.44049168,5,49.603622911213
22-Dec-2019 10:46:56,SYL505,B737,37.48284101,126.44108176,5,147.338552576779
22-Dec-2019 10:16:20,TAX700,A333,37.4829483,126.44105494,5,136.20139491188
22-Dec-2019 10:12:14,TWB102,B738,37.48289466,126.44109249,5,142.975677080094
22-Dec-2019 10:31:01,UIA170,A321,37.4832648,126.44080281,5,94.6945033695215
22-Dec-2019 10:22:01,VJC862,A21N,37.47924685,126.44435406,5,640.097492159005
22-Dec-2019 11:40:44,AAR107,A321,37.48346865,126.44060433,5,66.0605522045294
22-Dec-2019 11:10:31,AAR368,A333,37.48348475,126.44056678,5,62.6566773936672
22-Dec-2019 11:57:31,AAR542,A388,37.48289466,126.44110322,5,143.527799337754
22-Dec-2019 11:12:12,AFL250,A330,37.48322725,126.44081354,5,98.6037729265924
22-Dec-2019 11:23:31,CAL160,B744,37.48194516,126.44194007,5,272.30132012992
22-Dec-2019 11:33:00,CCA123,A333,37.483356,126.44067943,5,80.0760069369011
22-Dec-2019 11:49:48,CCA139,A321,37.4832648,126.44081354,5,95.2712151845547
22-Dec-2019 11:18:01,CCA171,B738,37.48296976,126.44103348,5,133.159603206454
22-Dec-2019 11:02:33,CDG4617,B738,37.48288929,126.44108713,5,143.188470072965
22-Dec-2019 11:51:46,CES5041,A332,37.48376906,126.44030392,5,23.4752424715331
22-Dec-2019 11:08:35,CES579,A320,37.48227775,126.4416343,5,226.546843951378
22-Dec-2019 11:20:26,CSN0637,,37.48295367,126.44106567,5,136.276447689476
22-Dec-2019 11:47:35,CSN6079,B738,37.4823904,126.44155383,5,212.233895031728
22-Dec-2019 11:14:33,CSN681,A321,37.4832809,126.44078135,5,92.1246927278027
22-Dec-2019 11:55:37,DLH712,B748,37.48202026,126.44189179,5,263.037524458729
22-Dec-2019 11:16:18,HKE618,A321,37.48288393,126.44113541,5,146.166058096711
22-Dec-2019 11:45:04,JJA1407,B738,37.48156428,126.44225121,5,322.70619796816
22-Dec-2019 11:38:29,KAL706,A333,37.48346329,126.44062579,5,67.6864311493115
22-Dec-2019 11:28:46,KAL744,B772,37.48374224,126.44032538,5,27.0045430747633
22-Dec-2019 11:36:23,KAL896,B773,37.48344183,126.44060969,5,68.739302956564
22-Dec-2019 11:53:50,MGL301,B763,37.48236895,126.44156992,5,214.997994048087
22-Dec-2019 11:04:47,SHU5450,A319,37.48340428,126.44064724,5,74.0624146301238
22-Dec-2019 12:43:32,AAR111,A359,37.48167694,126.44219756,5,309.762679332468
22-Dec-2019 12:45:33,AAR131,A333,37.4826479,126.44131243,5,176.568261407379
22-Dec-2019 12:26:05,AAR588,B744,37.47952044,126.44412875,5,603.804990470376
22-Dec-2019 12:41:06,AAR792,B744,37.48241186,126.44155383,5,210.302843057943
22-Dec-2019 12:12:22,ASV712,A321,37.48342574,126.44058824,5,69.1282432569726
22-Dec-2019 12:24:05,CCA401,A332,37.48355985,126.44052923,5,53.9839566140279
22-Dec-2019 12:47:19,CDG4087,B738,37.48300731,126.44097447,5,126.743471981095
22-Dec-2019 12:51:35,CDG4095,B738,37.48230457,126.44162357,5,223.570425051187
22-Dec-2019 12:16:11,CES2033,A321,37.48224556,126.44167721,5,231.657349816442
22-Dec-2019 12:54:47,CES5021,A320,37.48236895,126.4415431,5,213.626527208912
22-Dec-2019 12:28:20,CPA438,A359,37.48322189,126.44080818,5,98.8069404645965
22-Dec-2019 12:56:16,CSN6073,A321,37.4831146,126.44091547,5,114.017462367281
22-Dec-2019 12:10:32,CSN687,A321,37.48397291,126.44010544,5,5.44313126364117
22-Dec-2019 12:38:57,CXA871,B738,37.48212218,126.44177914,5,248.04129153211
22-Dec-2019 12:07:54,ETD876,A388,37.48300731,126.44094765,5,125.403025070843
22-Dec-2019 12:30:24,FDX9192,B772,37.48402655,126.44010544,5,10.1334334833761
22-Dec-2019 12:37:00,JJA8402,B738,37.48139799,126.4424336,5,347.089598800721
22-Dec-2019 12:03:56,KAL1406,B737,37.48319507,126.44084573,5,103.167437747572
22-Dec-2019 12:34:32,KAL530,B748,37.48315752,126.44088328,5,108.492451238423
22-Dec-2019 12:06:01,KAL748,B739,37.48336673,126.44069016,5,79.6672812520832
22-Dec-2019 12:02:12,KAL788,B739,37.48314142,126.44088328,5,109.936038492636
22-Dec-2019 12:19:40,KAL936,B789,37.48331308,126.44076526,5,88.4203484659367
22-Dec-2019 12:49:20,KAL9576,B77L,37.48335063,126.44070089,5,81.6692067781244
22-Dec-2019 12:32:42,SHU5436,A319,37.48302877,126.44097984,5,125.072580008475
22-Dec-2019 12:13:54,SHU5496,A319,37.48318434,126.44079745,5,101.685547974203
22-Dec-2019 12:17:40,THY88,A333,37.48368859,126.44036293,5,33.804666799834
22-Dec-2019 12:21:50,TWB608,B738,37.48277128,126.44117832,5,158.544167066824
22-Dec-2019 13:05:50,AAR121,A321,37.48333991,126.44069552,5,82.3560033650676
22-Dec-2019 13:07:45,AAR247,B744,37.48284101,126.44116759,5,151.690462470227
22-Dec-2019 13:27:25,AAR302,A321,37.48284638,126.44115686,5,150.649859923188
22-Dec-2019 13:32:49,AAR318,B763,37.47903764,126.44455791,5,669.471489969482
22-Dec-2019 13:16:42,AAR328,A321,37.48308778,126.44091547,5,116.435199003842
22-Dec-2019 13:59:04,AAR332,A321,37.48336673,126.44065261,5,77.7421556630981
22-Dec-2019 13:52:11,AAR502,A359,37.47138262,126.41683459,6,193.669327428858
22-Dec-2019 13:45:16,AAR562,B772,37.4835223,126.44055605,5,58.7353273528213
22-Dec-2019 13:35:20,ABL360,A321,37.48269618,126.44125342,5,169.180677154982
22-Dec-2019 13:01:25,AMU822,A320,37.48235285,126.44157529,5,216.72861465195
22-Dec-2019 13:36:36,CCA131,A321,37.47212291,126.41620159,6,94.2682154245245
22-Dec-2019 13:14:33,CES2017,A321,37.48324335,126.44081891,5,97.4522059366889
22-Dec-2019 13:19:13,CES5061,A321,37.48327017,126.44079208,5,93.646866281841
22-Dec-2019 13:25:40,CSN337,A21N,37.48162866,126.44222975,5,315.77712900035
22-Dec-2019 13:33:53,CSZ9033,B738,37.47142017,126.4167434,6,185.660474030165
22-Dec-2019 13:38:13,ESR612,B738,37.4829644,126.44103348,5,133.643334519548
22-Dec-2019 13:23:13,ESR642,B738,37.4829644,126.44104958,5,134.475664565469
22-Dec-2019 13:47:36,JJA1301,B738,37.47163475,126.4165771,6,157.692538821247
22-Dec-2019 13:57:14,JJA8702,B738,37.47126997,126.41693652,6,209.083364445443
22-Dec-2019 13:49:35,JNA202,B738,37.48235285,126.44159138,5,217.556217808004
22-Dec-2019 13:21:05,JNA212,B738,37.48279274,126.44121051,5,158.255700330172
22-Dec-2019 13:12:17,KAL326,B748,37.48199344,126.4418757,5,264.639290815165
22-Dec-2019 13:54:55,KAL724,B739,37.47168303,126.41653419,6,151.126956656638
22-Dec-2019 13:43:03,KAL776,B739,37.47173131,126.41649663,6,144.82814534527
22-Dec-2019 13:53:30,KAL832,B77W,37.48321652,126.440835,5,100.688751294389
22-Dec-2019 13:10:11,KAL846,B738,37.48207927,126.44178987,5,252.48170456049
22-Dec-2019 13:40:04,KAL906,B77W,37.47210681,126.41619086,6,95.1670821632659
22-Dec-2019 13:30:42,KAL938,A333,37.48321116,126.44081891,5,100.327918077142
22-Dec-2019 13:03:36,TWB282,B738,37.48215437,126.4417094,5,241.575406448691
22-Dec-2019 14:18:57,AAR304,A321,37.48317361,126.44081891,5,103.737227444183
22-Dec-2019 14:50:49,AAR352,A321,37.47205317,126.41622841,6,101.950158921988
22-Dec-2019 14:47:38,AAR362,A333,37.47219801,126.41609967,6,82.2511841608574
22-Dec-2019 14:03:38,CCA143,B738,37.47123241,126.41701698,6,216.622449171225
22-Dec-2019 14:13:37,CCA439,B738,37.48314142,126.44089937,5,110.775205498115
22-Dec-2019 14:21:15,CDG4081,B738,37.48243332,126.44148946,5,205.053490207846
22-Dec-2019 14:09:12,CDG4987,B738,37.4822402,126.44167185,5,231.867292682856
22-Dec-2019 14:32:57,CPA410,B773,37.48338819,126.44064724,5,75.515224477557
22-Dec-2019 14:41:30,CSN3061,A21N,37.47051358,126.41758025,6,310.51076445506
22-Dec-2019 14:39:53,ESR602,B738,37.48351693,126.44057751,5,60.366433601946
22-Dec-2019 14:29:13,ESR622,B738,37.48209536,126.44181669,5,252.393031508208
22-Dec-2019 14:48:46,ESR824,B738,37.483356,126.44072235,5,82.3307260013109
22-Dec-2019 14:23:19,ESR882,B738,37.48268008,126.4413178,5,173.950092164547
22-Dec-2019 14:15:28,FDX5132,MD11,37.48318434,126.44079745,5,101.685547974203
22-Dec-2019 14:27:17,JJA1101,B738,37.48234212,126.44159675,5,218.800627523199
22-Dec-2019 14:59:45,JJA1401,B738,37.46980548,126.41826153,6,409.471190498425
22-Dec-2019 14:01:38,JJA8502,B738,37.47159183,126.41664684,6,165.122213438778
22-Dec-2019 14:05:19,JJA8906,B738,37.48276591,126.44119978,5,160.121210474287
22-Dec-2019 14:56:59,KAL020,B77W,37.47220337,126.41613722,6,83.7018626782945
22-Dec-2019 14:35:07,KAL092,B789,37.47153819,126.4167273,6,174.103887344678
22-Dec-2019 14:31:24,KAL2954,A332,37.48409092,126.44000888,5,20.798406416272
22-Dec-2019 14:46:32,KAL742,B739,37.48312533,126.44088328,5,111.388676566943
22-Dec-2019 14:36:37,KAL894,B77W,37.48373687,126.44032538,5,27.5018435284191
22-Dec-2019 14:43:11,KAL908,B77W,37.48288929,126.44111931,5,144.844904846327
22-Dec-2019 14:25:09,KAL916,B789,37.4830395,126.44100666,5,125.514975729162
22-Dec-2019 14:52:28,KAL958,B772,37.48313069,126.44092619,5,113.148446891823
22-Dec-2019 14:44:45,SBI6271,A20N,37.4704814,126.41765535,6,317.258795773661
22-Dec-2019 14:54:01,SIA600,A359,37.47069597,126.41747296,6,288.502886297052
22-Dec-2019 14:58:28,TWB212,B738,37.48204172,126.44184887,5,258.893122525946
22-Dec-2019 14:06:54,TWB292,B738,37.47120023,126.4169687,6,217.057689204654
22-Dec-2019 14:10:57,TWB670,B738,37.48320043,126.44082963,5,101.848431780279
22-Dec-2019 14:55:28,UPS64,B744,37.48188615,126.44202054,5,281.77072955651
22-Dec-2019 14:38:35,XAX504,A333,37.47126997,126.41690433,6,207.452823657133
22-Dec-2019 15:49:53,AAR101,B772,37.45731711,126.46383762,2,127.503749894066
22-Dec-2019 15:22:03,AAR151,A320,37.45746195,126.46373034,2,146.11419698755
22-Dec-2019 15:37:19,AAR171,A321,37.45695233,126.46413267,2,79.409972003089
